Region,fo_name,county,van_precinct_name,precinct_name,van_precinct_id,GEOID,voters,doors,targets
R04,R04G - Franconia,FAIRFAX,401 - Bush Hill,Bush Hill,295866,51059000401,3826,2610,815
R04,R04G - Franconia,FAIRFAX,409 - Pioneer,Pioneer,295872,51059000409,4512,3291,1250
R04,R04G - Franconia,FAIRFAX,410 - Rose Hill,Rose Hill,295873,51059000410,5273,3719,1271
R04,R04G - Franconia,FAIRFAX,527 - Edsall,Edsall,295913,51059000527,2473,1670,609
R04,R04H - West Springfield,FAIRFAX,623 - Alban,Alban,295938,51059000623,3168,2207,847
R04,R04H - West Springfield,FAIRFAX,127 - Burke Centre,Burke Centre,295812,51059000127,5032,3436,1139
R04,R04H - West Springfield,FAIRFAX,840 - West Springfield,West Springfield,295982,51059000431,3270,2071,720
R04,R04H - West Springfield,FAIRFAX,838 - Sangster,Sangster,295980,51059000838,2442,1340,430
R04,R04H - West Springfield,FAIRFAX,825 - Cherry Run,Cherry Run,295977,51059000825,3070,1707,577
R04,R04H - West Springfield,FAIRFAX,812 - Valley,Valley,295974,51059000812,3218,2034,719
R04,R04H - West Springfield,FAIRFAX,129 - Keene Mill,Keene Mill,295814,51059000129,1930,1222,416
R04,R04H - West Springfield,FAIRFAX,415 - Crestwood,Crestwood,295877,51059000415,3042,2082,774
R04,R04H - West Springfield,FAIRFAX,626 - Saratoga,Saratoga,295941,51059000855,4000,2642,941
R04,R04H - West Springfield,FAIRFAX,827 - Irving,Irving,295978,51059000135,2843,1721,539
R04,R04H - West Springfield,FAIRFAX,417 - Garfield,Garfield,295878,51059000417,4457,3000,1242
R04,R04H - West Springfield,FAIRFAX,824 - Orange,Orange,295976,51059000824,4251,2553,823
R04,R04H - West Springfield,FAIRFAX,842 - Parkway,Parkway,295984,51059000842,2503,1356,474
R04,R04H - West Springfield,FAIRFAX,130 - Terra Centre,Terra Centre,295815,51059000130,2490,1496,531
R04,R04H - West Springfield,FAIRFAX,426 - Greenspring,Greenspring,295887,51059000426,1884,1570,176
R04,R04H - West Springfield,FAIRFAX,105 - Fairview,Fairview,295793,51059000105,5114,3353,1021
R04,R04H - West Springfield,FAIRFAX,128 - Cardinal,Cardinal,295813,51059000128,2603,1941,587
R04,R04H - West Springfield,FAIRFAX,110 - North Springfield,North Springfield,295797,51059000110,4701,3192,1080
R04,R04H - West Springfield,FAIRFAX,618 - Newington #1,Newington #1,295934,51059000618,2416,1547,581
R04,R04H - West Springfield,FAIRFAX,861 - Burke #2,Burke #2,2228476,51059000861,2450,1570,558
R04,R04H - West Springfield,FAIRFAX,811 - Pohick,Pohick,295973,51059000811,2342,1625,571
R04,R04H - West Springfield,FAIRFAX,833 - White Oaks,White Oaks,295979,51059000833,3479,2310,838
R04,R04H - West Springfield,FAIRFAX,433 - Lynbrook #2,Lynbrook #2,2228454,51059000433,197,130,63
R04,R04H - West Springfield,FAIRFAX,807 - Hunt Valley,Hunt Valley,1569573,51059000807,2509,1459,448
R04,R04H - West Springfield,FAIRFAX,801 - Burke #1,Burke #1,295970,51059000801,3059,2082,788
R04,R04H - West Springfield,FAIRFAX,624 - Hunt,Hunt,295939,51059000806,3409,2018,708
R04,R04H - West Springfield,FAIRFAX,418 - Lynbrook #1,Lynbrook #1,295879,51059000418,2287,1578,679
R04,R04I - Woodbridge,PRINCE WILLIAM,711 - Grayson,Grayson,1824854,51153000711,3629,2906,945
R04,R04I - Woodbridge,PRINCE WILLIAM,702 - Library,Library,296732,51153000702,3875,3172,1130
R04,R04I - Woodbridge,PRINCE WILLIAM,707 - Kilby,Kilby,296737,51153000707,3418,2653,940
R04,R04I - Woodbridge,FAIRFAX,613 - Westgate,Westgate,295929,51059000613,3559,2160,599
R04,R04I - Woodbridge,FAIRFAX,615 - Woodley,Woodley,295931,51059000615,3419,2428,803
R04,R04I - Woodbridge,PRINCE WILLIAM,705 - Potomac View,Potomac View,296735,51153000705,2489,1896,631
R04,R04I - Woodbridge,FAIRFAX,635 - Woodlawn #2,Woodlawn #2,2228460,51059000635,3130,2667,772
R04,R04I - Woodbridge,FAIRFAX,627 - Woodlawn #1,Woodlawn #1,295942,51059000627,2370,1728,547
R04,R04I - Woodbridge,FAIRFAX,617 - Lorton,Lorton,295933,51059000617,4433,3146,1348
R04,R04I - Woodbridge,FAIRFAX,630 - Army,Army,1936186,51059000630,2513,1598,619
R04,R04I - Woodbridge,FAIRFAX,616 - Gunston,Gunston,295932,51059000616,3223,2319,308
R04,R04I - Woodbridge,PRINCE WILLIAM,704 - Porter,Porter,296734,51153000704,3672,2995,1056
R04,R04I - Woodbridge,PRINCE WILLIAM,703 - Lynn,Lynn,296733,51153000703,2824,2309,712
R04,R04I - Woodbridge,FAIRFAX,631 - Pohick Creek,Pohick Creek,2228461,51059000631,2587,1847,706
R04,R04I - Woodbridge,PRINCE WILLIAM,701 - Belmont,Belmont,296731,51153000701,3949,3091,763
R04,R04I - Woodbridge,PRINCE WILLIAM,706 - Rippon,Rippon,296736,51153000706,3960,2931,1041
R04,R04I - Woodbridge,FAIRFAX,614 - Riverside,Riverside,295930,51059000614,2312,1456,400
R04,R04I - Woodbridge,FAIRFAX,622 - Lorton Station,Lorton Station,295937,51059000622,4475,3326,1301
R05,R05A - East,KING GEORGE,102 - Passapatanzy,Passapatanzy,296354,51099000102,2210,1431,189
R05,R05A - East,NORTHUMBERLAND,101 - 1a,1a,296558,51133000101,1874,1354,169
R05,R05A - East,WESTMORELAND,401 - Precinct 4-1,Precinct 4-1,297053,51193000401,3186,2301,210
R05,R05A - East,LANCASTER,501 - Precinct 5-1,Precinct 5-1,296369,51103000501,1979,1458,128
R05,R05A - East,RICHMOND,301 - Precinct 3-1,Precinct 3-1,296759,51159000301,1153,846,113
R05,R05A - East,WESTMORELAND,101 - Precinct 1-1,Precinct 1-1,297049,51193000101,1705,1212,273
R05,R05A - East,CAROLINE,301 - Port Royal,Port Royal,295623,51033000301,1087,796,120
R05,R05A - East,KING GEORGE,201 - Monroe,Monroe,296355,51099000201,5450,3253,363
R05,R05A - East,LANCASTER,101 - Precinct 1-1,Precinct 1-1,296364,51103000101,1887,1350,175
R05,R05A - East,KING GEORGE,301 - Dahlgren,Dahlgren,296356,51099000301,4691,3163,361
R05,R05A - East,KING & QUEEN,201 - Clarks,Clarks,296349,51097000201,1026,730,63
R05,R05A - East,WESTMORELAND,201 - Precinct 2-1,Precinct 2-1,297051,51193000201,2008,1434,232
R05,R05A - East,LANCASTER,302 - Precinct 3-2,Precinct 3-2,296367,51103000302,655,471,48
R05,R05A - East,WESTMORELAND,302 - Precinct 3-2,Precinct 3-2,1897879,51193000302,1655,1169,147
R05,R05A - East,ESSEX,101 - Greater Tappahannock,Greater Tappahannock,295787,51057000101,1957,1662,351
R05,R05A - East,CAROLINE,302 - Woodford,Woodford,295624,51033000302,2125,1445,228
R05,R05A - East,KING & QUEEN,301 - Shacklefords,Shacklefords,296350,51097000301,1109,839,88
R05,R05A - East,LANCASTER,201 - Precinct 2-1,Precinct 2-1,296365,51103000201,1735,1251,264
R05,R05A - East,NORTHUMBERLAND,401 - 4a,4a,296562,51133000401,2273,1542,121
R05,R05A - East,ESSEX,201 - North,North,295788,51057000201,2215,1540,367
R05,R05A - East,WESTMORELAND,501 - Precinct 5-1,Precinct 5-1,297054,51193000501,2980,2235,259
R05,R05A - East,ESSEX,401 - Central,Central,295790,51057000401,2139,1517,266
R05,R05A - East,CAROLINE,102 - Sparta,Sparta,1569548,51033000102,1560,1011,146
R05,R05A - East,ESSEX,301 - South,South,295789,51057000301,2180,1561,177
R05,R05A - East,NORTHUMBERLAND,301 - 3a,3a,296560,51133000301,1968,1459,325
R05,R05A - East,RICHMOND,201 - Precinct 2-1,Precinct 2-1,296758,51159000201,963,684,93
R05,R05A - East,KING & QUEEN,501 - Oldmill,Oldmill,296352,51097000501,1094,786,56
R05,R05A - East,KING & QUEEN,101 - Owenton,Owenton,296348,51097000101,1187,807,163
R05,R05A - East,KING & QUEEN,401 - Courthouse,Courthouse,296351,51097000401,1120,765,82
R05,R05A - East,RICHMOND,101 - Precinct 1-1,Precinct 1-1,296757,51159000101,1254,895,220
R05,R05A - East,WESTMORELAND,202 - Precinct 2-2,Precinct 2-2,1897878,51193000202,1120,757,90
R05,R05A - East,WESTMORELAND,301 - Precinct 3-1,Precinct 3-1,297052,51193000301,1381,987,163
R05,R05A - East,CAROLINE,101 - Bowling Green,Bowling Green,295621,51033000101,2646,1837,330
R05,R05A - East,NORTHUMBERLAND,501 - 5a,5a,296563,51133000501,2450,1713,168
R05,R05A - East,RICHMOND,401 - Precinct 4-1,Precinct 4-1,296761,51159000401,1222,877,104
R05,R05A - East,LANCASTER,401 - Precinct 4-1,Precinct 4-1,296368,51103000401,1826,1431,293
R05,R05A - East,WESTMORELAND,102 - Precinct 1-2,Precinct 1-2,297050,51193000102,1073,772,137
R05,R05A - East,LANCASTER,301 - Precinct 3-1,Precinct 3-1,296366,51103000301,1461,1011,110
R05,R05A - East,NORTHUMBERLAND,201 - 2a,2a,296559,51133000201,2049,1442,144
R05,R05A - East,RICHMOND,501 - Precinct 5-1,Precinct 5-1,296762,51159000501,1152,781,86
R05,R05A - East,RICHMOND,501 - Precinct 5-1,Precinct 5-1,296762,51159000502,1152,781,86
R05,R05A - East,KING GEORGE,101 - Courthouse,Courthouse,296353,51099000101,3331,2099,362
R05,R05A - East,KING GEORGE,401 - Shiloh,Shiloh,296357,51099000401,5419,3481,433
R05,R05B - HD 65,STAFFORD,605 - Melchers,Melchers,2257687,51179000605,4684,3355,734
R05,R05B - HD 65,STAFFORD,603 - White Oak,White Oak,296969,51179000603,3745,2234,230
R05,R05B - HD 65,STAFFORD,503 - Drew,Drew,296965,51179000503,4491,3042,708
R05,R05B - HD 65,STAFFORD,602 - Chatham,Chatham,296968,51179000602,3879,2486,474
R05,R05B - HD 65,SPOTSYLVANIA,304 - Knights Of Pythias,Knights Of Pythias,2274010,51177000304,3283,2340,454
R05,R05B - HD 65,SPOTSYLVANIA,302 - Salem Library,Salem Library,296930,51177000302,4683,3152,782
R05,R05B - HD 65,STAFFORD,105 - Rocky Run,Rocky Run,296948,51179000105,1992,1283,273
R05,R05B - HD 65,STAFFORD,502 - Falmouth,Falmouth,296964,51179000502,3330,2064,440
R05,R05B - HD 65,STAFFORD,504 - Gayle,Gayle,296966,51179000504,3296,2327,495
R05,R05B - HD 65,STAFFORD,604 - England Run,England Run,1569624,51179000604,1870,1548,395
R05,R05B - HD 65,FREDERICKSBURG CITY,201 - Dorothy Hart,Dorothy Hart,297235,51630000201,4347,3439,827
R05,R05B - HD 65,FREDERICKSBURG CITY,401 - Fcps Administration,Fcps Administration,297238,51630000401,2791,2246,552
R05,R05B - HD 65,FREDERICKSBURG CITY,101 - Hugh Mercer,Hugh Mercer,297234,51630000101,4900,3739,1019
R05,R05B - HD 65,FREDERICKSBURG CITY,402 - V.F.W 3103,V.F.W 3103,297239,51630000402,2780,2364,543
R05,R05B - HD 65,STAFFORD,601 - Ferry Farm,Ferry Farm,296967,51179000601,3087,1974,253
R05,R05B - HD 65,STAFFORD,501 - Grafton,Grafton,296963,51179000501,4971,3042,607
R05,R05B - HD 65,SPOTSYLVANIA,301 - Salem Elementary,Salem Elementary,296929,51177000301,2929,2113,397
R05,R05B - HD 65,FREDERICKSBURG CITY,301 - Gladys West,Gladys West,297237,51630000301,5573,4252,1081
R05,R05C - HD 66,CAROLINE,501 - West Mattaponi,West Mattaponi,295628,51033000501,2002,1334,358
R05,R05C - HD 66,CAROLINE,303 - Woodford,Woodford,295625,51033000303,485,354,48
R05,R05C - HD 66,SPOTSYLVANIA,103 - John J Wright,John J Wright,296922,51177000103,5899,3856,898
R05,R05C - HD 66,CAROLINE,201 - North Madison,North Madison,295622,51033000201,1687,1148,340
R05,R05C - HD 66,SPOTSYLVANIA,704 - Courtland Elementary,Courtland Elementary,1569621,51177000704,4130,2389,454
R05,R05C - HD 66,SPOTSYLVANIA,703 - Lees Parke,Lees Parke,296946,51177000703,4230,2753,987
R05,R05C - HD 66,SPOTSYLVANIA,102 - Berkeley,Berkeley,296921,51177000102,3736,2333,298
R05,R05C - HD 66,CAROLINE,502 - Milford,Milford,1569550,51033000502,1865,1319,259
R05,R05C - HD 66,SPOTSYLVANIA,402 - Germanna Campus,Germanna Campus,296933,51177000402,4356,2906,690
R05,R05C - HD 66,SPOTSYLVANIA,702 - Eastland Church,Eastland Church,296945,51177000702,4015,3025,632
R05,R05C - HD 66,CAROLINE,601 - Chilesburg,Chilesburg,1569551,51033000601,2256,1559,291
R05,R05C - HD 66,SPOTSYLVANIA,101 - Partlow Ruritan,Partlow Ruritan,296920,51177000101,3352,2132,188
R05,R05C - HD 66,SPOTSYLVANIA,604 - Courthouse Road Elementary,Courthouse Road Elementary,2274038,51177000604,3127,2117,498
R05,R05C - HD 66,SPOTSYLVANIA,104 - Massaponax High,Massaponax High,296923,51177000104,4592,3347,804
R05,R05C - HD 66,CAROLINE,202 - South Madison,South Madison,1569549,51033000202,3170,2225,439
R05,R05C - HD 66,SPOTSYLVANIA,701 - Spotswood Elementary,Spotswood Elementary,296944,51177000701,3496,2529,541
R05,R05C - HD 66,SPOTSYLVANIA,401 - Cosner Park,Cosner Park,296932,51177000401,3720,2607,595
R05,R05C - HD 66,CAROLINE,602 - Lake,Lake,1569552,51033000602,1781,1204,217
R05,R05C - HD 66,SPOTSYLVANIA,403 - Lee Hill Elementary,Lee Hill Elementary,296934,51177000403,4340,2870,677
R05,R05C - HD 66,CAROLINE,401 - Dawn,Dawn,295626,51033000401,3066,2050,459
R05,R05C - HD 66,CAROLINE,402 - Carmel Church,Carmel Church,295627,51033000402,980,627,125
R05,R05C - HD 66,SPOTSYLVANIA,404 - New Post Church,New Post Church,2274030,51177000404,2524,1623,440
R05,R05D - SW,LOUISA,401 - Mineral,Mineral,296449,51109000401,4836,3268,372
R05,R05D - SW,LOUISA,201 - Louisa #1,Louisa #1,296445,51109000201,2099,1477,256
R05,R05D - SW,LOUISA,501 - Cuckoo #1,Cuckoo #1,2257711,51109000501,1270,861,135
R05,R05D - SW,LOUISA,302 - Patrick Henry #2,Patrick Henry #2,1569604,51109000302,1797,1228,214
R05,R05D - SW,LOUISA,601 - Jackson,Jackson,2257763,51109000601,4046,2653,242
R05,R05D - SW,SPOTSYLVANIA,202 - Fire Rescue 7,Fire Rescue 7,296925,51177000202,4760,2809,464
R05,R05D - SW,LOUISA,202 - Louisa #2,Louisa #2,296446,51109000202,1854,1255,155
R05,R05D - SW,SPOTSYLVANIA,602 - Smith Station Elementary,Smith Station Elementary,296942,51177000602,4405,2967,760
R05,R05D - SW,LOUISA,503 - Cuckoo #3,Cuckoo #3,2257710,51109000503,2190,1339,128
R05,R05D - SW,SPOTSYLVANIA,504 - Public Safety,Public Safety,296938,51177000504,3872,2406,459
R05,R05D - SW,LOUISA,203 - Louisa #3,Louisa #3,2257740,51109000203,342,236,22
R05,R05D - SW,LOUISA,701 - Mountain Road #1,Mountain Road #1,2257690,51109000701,1971,1265,118
R05,R05D - SW,SPOTSYLVANIA,501 - Belmont Ruritan,Belmont Ruritan,296935,51177000501,2923,1883,234
R05,R05D - SW,LOUISA,101 - Green Springs #1,Green Springs #1,2257686,51109000101,3630,2246,363
R05,R05D - SW,SPOTSYLVANIA,503 - Spotsylvania High,Spotsylvania High,296937,51177000503,2741,1689,174
R05,R05D - SW,SPOTSYLVANIA,204 - Chancellor Elementary,Chancellor Elementary,296928,51177000204,4280,2703,605
R05,R05D - SW,SPOTSYLVANIA,502 - Fire Rescue 2,Fire Rescue 2,296936,51177000502,2644,1728,204
R05,R05D - SW,SPOTSYLVANIA,601 - Battlefield Elementary,Battlefield Elementary,296941,51177000601,3755,2508,585
R05,R05D - SW,SPOTSYLVANIA,203 - Ni River Middle,Ni River Middle,296927,51177000203,4146,2386,466
R05,R05D - SW,SPOTSYLVANIA,303 - Riverbend High,Riverbend High,296931,51177000303,4704,2935,480
R05,R05D - SW,LOUISA,102 - Green Springs #2,Green Springs #2,2257744,51109000102,1512,1028,156
R05,R05D - SW,LOUISA,502 - Cuckoo #2,Cuckoo #2,2257682,51109000502,1390,942,115
R05,R05D - SW,SPOTSYLVANIA,603 - Chancellor High,Chancellor High,296943,51177000603,2897,2016,410
R05,R05D - SW,SPOTSYLVANIA,201 - Wilderness Elementary,Wilderness Elementary,296924,51177000201,2659,1613,380
R05,R05D - SW,LOUISA,301 - Patrick Henry #1,Patrick Henry #1,296447,51109000301,2579,1686,386
R05,R05D - SW,LOUISA,702 - Mountain Road #2,Mountain Road #2,2257725,51109000702,2266,1480,213
R05,R05D - SW,SPOTSYLVANIA,505 - Brock Road Elementary,Brock Road Elementary,296939,51177000505,4970,2855,536
R05,R05E - West,ORANGE,301 - Three West,Three West,296578,51137000301,613,428,42
R05,R05E - West,MADISON,002 - Radiant,Radiant,296471,51113000002,1912,1220,161
R05,R05E - West,CULPEPER,402 - Browns Store,Browns Store,295747,51047000402,3853,2318,383
R05,R05E - West,CULPEPER,304 - Willow Shade,Willow Shade,1569559,51047000304,1320,945,216
R05,R05E - West,CULPEPER,704 - Richardsville,Richardsville,295754,51047000704,883,550,44
R05,R05E - West,ORANGE,201 - Two West,Two West,296576,51137000201,2703,1780,302
R05,R05E - West,ORANGE,501 - Five South,Five South,296581,51137000501,2995,1993,310
R05,R05E - West,ORANGE,303 - Three Town,Three Town,2228477,51137000303,3220,2420,487
R05,R05E - West,ORANGE,102 - One East,One East,296575,51137000102,1999,1340,175
R05,R05E - West,CULPEPER,502 - Rixeyville,Rixeyville,295749,51047000502,2937,1780,228
R05,R05E - West,GREENE,201 - Ruckersville,Ruckersville,296135,51079000201,3967,2698,474
R05,R05E - West,GREENE,101 - Dyke,Dyke,296133,51079000101,1414,933,63
R05,R05E - West,CULPEPER,501 - Jeffersonton,Jeffersonton,295748,51047000501,3528,2165,353
R05,R05E - West,MADISON,003 - Rochelle,Rochelle,296472,51113000003,879,554,40
R05,R05E - West,CULPEPER,302 - Eggbornsville,Eggbornsville,295744,51047000302,2061,1215,166
R05,R05E - West,CULPEPER,703 - Lignum,Lignum,295753,51047000703,1425,929,97
R05,R05E - West,MADISON,009 - Etlan,Etlan,296478,51113000009,575,389,36
R05,R05E - West,GREENE,302 - Stanardsville Town,Stanardsville Town,2228446,51079000302,235,192,26
R05,R05E - West,CULPEPER,201 - East Fairfax,East Fairfax,295743,51047000201,4564,3371,973
R05,R05E - West,CULPEPER,101 - West Fairfax,West Fairfax,295742,51047000101,4884,3266,906
R05,R05E - West,CULPEPER,303 - Cardova,Cardova,295745,51047000303,2108,1405,212
R05,R05E - West,ORANGE,302 - Three East,Three East,1569607,51137000302,1619,1054,125
R05,R05E - West,ORANGE,401 - Four West,Four West,296579,51137000401,3264,2119,278
R05,R05E - West,MADISON,005 - Madison,Madison,296474,51113000005,2032,1383,314
R05,R05E - West,ORANGE,101 - One West,One West,296574,51137000101,2681,1839,226
R05,R05E - West,ORANGE,103 - One Town,One Town,2228518,51137000103,1129,873,176
R05,R05E - West,ORANGE,202 - Two East,Two East,296577,51137000202,3238,2020,216
R05,R05E - West,MADISON,007 - Brightwood,Brightwood,296476,51113000007,2020,1268,121
R05,R05E - West,ORANGE,502 - Five North,Five North,296582,51137000502,3564,2355,355
R05,R05E - West,GREENE,301 - Stanardsville,Stanardsville,296136,51079000301,3799,2483,254
R05,R05E - West,GREENE,401 - Midway,Midway,1569586,51079000401,4270,2725,481
R05,R05E - West,CULPEPER,702 - Brandy Station,Brandy Station,295752,51047000702,3926,2421,461
R05,R05E - West,CULPEPER,401 - Eldorado,Eldorado,295746,51047000401,2371,1451,256
R05,R05E - West,MADISON,004 - Graves Mill/Wolftown,Graves Mill/Wolftown,296473,51113000004,1148,787,104
R05,R05E - West,MADISON,004 - Graves Mill/Wolftown,Graves Mill/Wolftown,296473,51113000006,1148,787,104
R05,R05E - West,CULPEPER,601 - Mitchells,Mitchells,295750,51047000601,466,321,46
R05,R05E - West,CULPEPER,603 - South Ridge,South Ridge,1569560,51047000603,1104,866,211
R05,R05E - West,ORANGE,402 - Four East,Four East,296580,51137000402,3148,2147,542
R05,R05E - West,GREENE,102 - Swift Run,Swift Run,296134,51079000102,2389,1578,197
R05,R05E - West,CULPEPER,602 - Pearl Sample,Pearl Sample,295751,51047000602,3553,2273,433
R05,R05E - West,MADISON,001 - Oak Park,Oak Park,296470,51113000001,1325,878,132
R05,R05E - West,MADISON,008 - Criglersville,Criglersville,296477,51113000008,861,552,63
R06,R06A - Downtown,RICHMOND CITY,504 - Five Hundred Four,Five Hundred Four,297514,51760000504,3374,3063,1018
R06,R06A - Downtown,RICHMOND CITY,213 - Two Hundred Thirteen,Two Hundred Thirteen,297494,51760000213,3291,3104,980
R06,R06A - Downtown,RICHMOND CITY,602 - Six Hundred Two,Six Hundred Two,297519,51760000602,2429,2094,411
R06,R06A - Downtown,RICHMOND CITY,702 - Seven Hundred Two,Seven Hundred Two,297527,51760000702,2386,2050,659
R06,R06A - Downtown,RICHMOND CITY,701 - Seven Hundred One,Seven Hundred One,297526,51760000701,1914,1594,379
R06,R06A - Downtown,RICHMOND CITY,607 - Six Hundred Seven,Six Hundred Seven,297523,51760000607,2670,2549,799
R06,R06A - Downtown,RICHMOND CITY,503 - Five Hundred Three,Five Hundred Three,297513,51760000503,2813,2338,754
R06,R06A - Downtown,RICHMOND CITY,501 - Five Hundred One,Five Hundred One,297512,51760000501,2713,2327,612
R06,R06A - Downtown,RICHMOND CITY,703 - Seven Hundred Three,Seven Hundred Three,297528,51760000703,2658,2276,798
R06,R06A - Downtown,RICHMOND CITY,208 - Two Hundred Eight,Two Hundred Eight,297491,51760000208,2938,2444,894
R06,R06A - Downtown,RICHMOND CITY,216 - Two Hundred Sixteen,Two Hundred Sixteen,2274029,51760000216,744,718,202
R06,R06A - Downtown,RICHMOND CITY,214 - Two Hundred Fourteen,Two Hundred Fourteen,1937133,51760000214,2138,2081,436
R06,R06A - Downtown,RICHMOND CITY,505 - Five Hundred Five,Five Hundred Five,297515,51760000505,2112,2004,515
R06,R06A - Downtown,RICHMOND CITY,206 - Two Hundred Six,Two Hundred Six,297489,51760000206,1470,1350,320
R06,R06B - HD 57,HENRICO,316 - Colonial Trail,Colonial Trail,1991019,51087000303,3048,2075,680
R06,R06B - HD 57,HENRICO,107 - Hungary Creek,Hungary Creek,296216,51087000107,3932,2508,509
R06,R06B - HD 57,HENRICO,304 - Innsbrook,Innsbrook,296243,51087000304,2498,1705,624
R06,R06B - HD 57,HENRICO,306 - Nuckols Farm,Nuckols Farm,296246,51087000306,3943,2229,543
R06,R06B - HD 57,HENRICO,317 - Rivers Edge,Rivers Edge,296256,51087000309,3558,2033,725
R06,R06B - HD 57,HENRICO,110 - Longan,Longan,296211,51087000110,4144,3012,773
R06,R06B - HD 57,HENRICO,311 - Shady Grove,Shady Grove,296250,51087000311,3859,2184,640
R06,R06B - HD 57,HENRICO,113 - Springfield,Springfield,296252,51087000113,3956,2886,744
R06,R06B - HD 57,GOOCHLAND,402 - Centerville,Centerville,296116,51075000402,3010,1811,252
R06,R06B - HD 57,HENRICO,318 - Short Pump,Short Pump,975949,51087000312,2668,1485,543
R06,R06B - HD 57,GOOCHLAND,403 - West Creek,West Creek,2461862,51075000403,1546,1275,160
R06,R06B - HD 57,HENRICO,101 - Coalpit,Coalpit,296201,51087000101,4322,2630,743
R06,R06B - HD 57,HENRICO,313 - Stoney Run,Stoney Run,296253,51087000313,4282,2654,593
R06,R06B - HD 57,HENRICO,413 - Ridgefield,Ridgefield,296268,51087000413,3406,2095,507
R06,R06B - HD 57,HENRICO,419 - West End,West End,296272,51087000419,2881,1993,416
R06,R06B - HD 57,HENRICO,301 - Causeway,Causeway,296240,51087000301,2901,1976,450
R06,R06B - HD 57,HENRICO,407 - Lauderdale,Lauderdale,296263,51087000407,2929,2267,501
R06,R06B - HD 57,HENRICO,310 - Sadler,Sadler,296249,51087000310,3943,2304,851
R06,R06B - HD 57,GOOCHLAND,502 - Blair,Blair,1569585,51075000502,3143,1897,283
R06,R06B - HD 57,GOOCHLAND,501 - Manakin,Manakin,296117,51075000501,2371,1295,158
R06,R06C - Highland Park,HENRICO,204 - Canterbury,Canterbury,2228457,51087000204,810,684,57
R06,R06C - Highland Park,HENRICO,223 - Ratcliffe,Ratcliffe,296236,51087000223,4033,3111,1106
R06,R06C - Highland Park,RICHMOND CITY,302 - Three Hundred Two,Three Hundred Two,297496,51760000302,1592,1260,316
R06,R06C - Highland Park,HENRICO,205 - Central Gardens,Central Gardens,296221,51087000205,3040,2257,795
R06,R06C - Highland Park,HENRICO,212 - Highland Gardens,Highland Gardens,296227,51087000212,2499,2019,608
R06,R06C - Highland Park,RICHMOND CITY,307 - Three Hundred Seven,Three Hundred Seven,297501,51760000307,3566,2716,780
R06,R06C - Highland Park,RICHMOND CITY,604 - Six Hundred Four,Six Hundred Four,297521,51760000604,1819,1500,517
R06,R06C - Highland Park,RICHMOND CITY,309 - Three Hundred Nine,Three Hundred Nine,297503,51760000309,992,813,225
R06,R06C - Highland Park,HENRICO,106 - Holladay,Holladay,2228486,51087000106,1743,1333,296
R06,R06C - Highland Park,RICHMOND CITY,311 - Three Hundred Eleven,Three Hundred Eleven,2274011,51760000311,909,845,328
R06,R06C - Highland Park,RICHMOND CITY,305 - Three Hundred Five,Three Hundred Five,297499,51760000305,2399,2017,643
R06,R06C - Highland Park,RICHMOND CITY,308 - Three Hundred Eight,Three Hundred Eight,297502,51760000308,1867,1465,427
R06,R06C - Highland Park,RICHMOND CITY,603 - Six Hundred Three,Six Hundred Three,297520,51760000603,1599,1357,458
R06,R06C - Highland Park,RICHMOND CITY,606 - Six Hundred Six,Six Hundred Six,297522,51760000606,2710,2223,768
R06,R06C - Highland Park,RICHMOND CITY,310 - Three Hundred Ten,Three Hundred Ten,1706901,51760000310,1034,901,178
R06,R06C - Highland Park,RICHMOND CITY,301 - Three Hundred One,Three Hundred One,297495,51760000301,1611,1393,414
R06,R06C - Highland Park,HENRICO,201 - Azalea,Azalea,296218,51087000201,4064,3389,972
R06,R06C - Highland Park,HENRICO,210 - Glen Lea,Glen Lea,296225,51087000210,2352,1762,682
R06,R06C - Highland Park,HENRICO,202 - Belmont,Belmont,296219,51087000202,4280,3475,947
R06,R06C - Highland Park,HENRICO,215 - Lakeside,Lakeside,296210,51087000215,4127,3311,816
R06,R06C - Highland Park,HENRICO,217 - Maplewood,Maplewood,296231,51087000217,3202,2255,868
R06,R06C - Highland Park,RICHMOND CITY,303 - Three Hundred Three,Three Hundred Three,297497,51760000303,1287,1004,397
R06,R06C - Highland Park,HENRICO,218 - Moody,Moody,296232,51087000218,1002,784,195
R06,R06C - Highland Park,RICHMOND CITY,306 - Three Hundred Six,Three Hundred Six,297500,51760000306,1611,1437,329
R06,R06C - Highland Park,RICHMOND CITY,304 - Three Hundred Four,Three Hundred Four,297498,51760000304,2475,2003,715
R06,R06C - Highland Park,RICHMOND CITY,215 - Two Hundred Fifteen,Two Hundred Fifteen,1991023,51760000215,3587,3461,1250
R06,R06D - Mechanicsville,HENRICO,225 - Wilder,Wilder,296238,51087000225,2089,1357,412
R06,R06D - Mechanicsville,HANOVER,404 - Black Creek,Black Creek,296184,51085000404,1801,1000,60
R06,R06D - Mechanicsville,HANOVER,403 - Cold Harbor,Cold Harbor,296183,51085000403,4166,2767,322
R06,R06D - Mechanicsville,HENRICO,222 - Randolph,Randolph,296235,51087000222,339,222,77
R06,R06D - Mechanicsville,HANOVER,301 - Clay,Clay,296176,51085000301,2564,1593,177
R06,R06D - Mechanicsville,HANOVER,402 - Old Church,Old Church,296182,51085000407,1979,1082,93
